EmpID,Name,Gender,Date_of_Birth,Age,GROSS,Net_Pay,Deduction,Designation,Department
16771,Donnell Summers,M,13/12/1981,38,44491,41188,3303,Help Desk Administrator.Senior.,Enterprise Infrastructure Services
19769,Dillon Woodard,M,17/04/1996,24,43936,32718,11218,Software Engineer..,App Architecture & Integration Services
22681,Elisha Fuller,M,3/1/98,22,44788,33693,11095,Platform Operations Engineer.Associate.,Platform Operations
21819,Ismael Jacobs,M,29/06/1992,28,43357,37824,5533,Server Tech Services Engineer..,Networks - APJ Infrastructure
19756,Tanner Bailey,M,12/1/97,23,45854,40329,5525,Software Engineer..,IT DevOps
19061,Danial Daugherty,M,10/4/89,31,45090,43060,2030,Accounts Receivable Specialist.Senior.,Finance - Customer Revenue Operations G&A
10703,Jeannine Carr,F,14/03/1990,30,44006,39284,4722,Order Analyst II..,Finance - Customer Revenue Operations G&A
21854,Marci Villegas,F,14/05/1993,27,44452,34634,9818,Q/A Engineer..,IT DevOps
22708,Jarvis Gamble,M,18/10/1992,27,46232,42469,3763,Network Administrator..,Enterprise Infrastructure Services
19770,Brant Salinas,M,30/12/1996,23,44629,31777,12852,Software Engineer..,Enterprise Applications
21038,Harriett Turner,F,3/9/92,27,45182,41749,3433,Software Development Engineer in Test..,IT DevOps
19472,Danial Mooney,M,15/04/1995,25,45169,39086,6083,Software Development Engineer in Test II..,Dynamic Media SQA
16378,Socorro Horne,F,28/03/1988,32,44549,40610,3939,Business Operations Analyst..,Global Sales Ops
19579,Kim Schneider,M,15/03/1989,31,46938,33643,13295,Systems Administrator..,Enterprise Infrastructure Services
20832,Coy Gates,M,24/11/1992,27,46560,41431,5129,Media Operations Engineer.Associate.,Amatec - BOCC/EMM
19485,Theodore Burke,M,18/12/1989,30,46438,41072,5366,Network Engagement Consultant..,Networks - APJ Infrastructure
20655,Kathrine Frost,F,31/08/1994,25,45148,39507,5641,Technical Solutions Engineer.Associate.,AmaTec - Americas TSE
19762,Jefferey Aguirre,M,5/3/96,24,44384,32890,11494,Software Engineer..,Enterprise Applications
20308,Robt Walters,M,1/10/88,31,43676,38937,4739,Collections Specialist..,Finance - Customer Revenue Operations G&A
19740,Beatriz Kirby,F,16/10/1985,34,46426,42222,4204,Payroll Analyst..,Finance - Accounting
19359,Natasha Faulkner,F,27/12/1990,29,44470,38796,5674,Order Analyst II..,Finance - Customer Revenue Operations G&A
21980,Herb Greene,M,17/08/1994,25,43801,40324,3477,Network Engagement Consultant..,Networks - EMEA Infrastructure
18393,Ashley Morales,F,14/07/1985,35,45985,41056,4929,Web Content Publisher..,Marketing - Website Management
20918,Jim Thompson,M,29/09/1992,27,44974,36018,8956,Software Development Engineer in Test..,Media Experience SQA
19503,Audrey Oneal,F,14/07/1989,31,44373,32104,12269,Booking Operations Analyst II..,Financial Planning and Analysis
19940,Monty Dixon,M,13/08/1992,27,45321,40493,4828,Software Development Engineer in Test II..,Media Analytics
12355,Priscilla Griffith,F,7/11/87,32,47191,41212,5979,Product Marketing Specialist.Associate.,Web Global Industry & Product Marketing
21684,Douglass Orozco,M,8/1/91,29,47883,42557,5326,Account Service Manager..,Americas- AMG
20953,Elvin Black,M,17/12/1995,24,45040,43512,1528,Account Service Manager.Associate.,Americas- AMG
18545,Dylan Velasquez,M,5/5/93,27,46782,46672,110,Q/A Engineer.Senior.,IT DevOps
22789,Allan Shah,M,11/12/93,26,47203,44652,2551,Platform Operations Engineer.Associate.,Platform Operations
21578,Elinor Price,F,30/03/1992,28,45086,39697,5389,Release Engineer II..,Media Delivery Product Engineering
22086,Kraig Mueller,M,25/03/1990,30,47869,45182,2687,Business Operations Analyst..,Marketing - Operations
20050,Refugio Campbell,M,29/10/1993,26,45045,39543,5502,Software Development Engineer in Test..,Storage Engineering
20069,Dina Zavala,F,11/7/91,29,44384,38414,5970,Technical Solutions Engineer..,AmaTec - APJ TSE
20443,Sasha Pitts,F,10/8/96,23,44273,39330,4943,Technical Solutions Engineer.Associate.,AmaTec - Americas TSE
18811,Stuart Vang,M,13/12/1989,30,46999,41145,5854,Collections Specialist..,Finance - Customer Revenue Operations G&A
19758,Denise Simmons,F,15/12/1995,24,45318,31345,13973,Software Development Engineer in Test..,Media Services Engineering
18465,Kelsey Parsons,F,27/11/1995,24,46770,39909,6861,Technical Solutions Engineer..,AmaTec - APJ TSE
19488,Aaron Hanna,M,11/9/91,28,47145,41699,5446,Order Analyst II..,Finance - Customer Revenue Operations G&A
19755,Harlan Atkinson,M,1/7/96,24,46610,36689,9921,Software Engineer..,Media Analytics
19459,Elwood Mercado,M,14/07/1992,28,45011,35345,9666,Systems Support Engineer..,IT DevOps
19086,Pablo Bowers,M,18/02/1994,26,45143,40119,5024,Network Engagement Consultant..,Networks - APJ Infrastructure
22294,Sybil Cordova,F,2/1/92,28,46621,44531,2090,Billing Specialist..,Finance - Customer Revenue Operations G&A
22429,Nona Spears,F,28/07/1992,27,48611,46576,2035,Contract/Billing Analyst..,Finance - Customer Revenue Operations G&A
17255,Allan Wilkins,M,7/8/94,25,48327,38185,10142,Software Development Engineer in Test..,Web Performance Engineering
18483,Elsa Salinas,F,3/5/95,25,46947,40714,6233,Technical Support Engineer..,AmaTec - Weekend TSE
20055,Avery Barber,M,27/02/1996,24,47872,45365,2507,Platform Operations Engineer.Associate.,Platform Operations
19020,Elva Andrade,F,2/9/93,26,45436,41147,4289,Server Tech Services Engineer..,Networks - APJ Infrastructure
20830,Pablo Myers,M,1/4/85,35,47190,41659,5531,Contract/Billing Analyst..,Finance - Customer Revenue Operations G&A
20769,Bethany Arellano,F,10/11/90,29,47849,33035,14814,Billing Specialist..,Finance - Customer Revenue Operations G&A
22145,Irma Barry,F,29/11/1996,23,46286,36636,9650,Media Operations Engineer.Associate.,Amatec - BOCC/EMM
20444,Colette Fowler,F,16/03/1997,23,47785,42099,5686,Technical Solutions Engineer.Associate.,AmaTec - Americas TSE
19752,Trenton Petty,M,28/11/1996,23,46218,39242,6976,Software Engineer..,Developer Productivity
17220,Albert Velazquez,M,1/1/96,24,47266,32839,14427,Software Development Engineer in Test II..,Dynamic Media SQA
11949,Franklin Goodman,M,12/3/81,39,47395,43459,3936,Contract/Billing Analyst II..,Finance - Customer Revenue Operations G&A
21359,Arturo Saunders,M,23/07/1997,22,47667,35875,11792,Performance Engineer..,Product - Custom
23031,Jillian Hampton,F,4/3/94,26,46210,43690,2520,Solutions Architect..,APJ Security Services
18585,Harley Mullins,M,27/06/1987,33,48666,44006,4660,Technical Solutions Engineer..,AmaTec - EMEA TSE
18378,Filiberto Becker,M,19/03/1994,26,50035,46810,3225,Platform Operations Engineer.Associate.,Platform Operations
21768,Leta Burnett,F,4/5/95,25,47898,42160,5738,Media Operations Engineer.Associate.,Amatec - BOCC/EMM
19760,Wilmer Salas,M,4/7/96,24,50000,43558,6442,Software Engineer..,Developer Productivity
19157,Darla West,F,22/11/1993,26,46815,43269,3546,Network Infrastructure Engineer..,Networks - APJ Infrastructure
12162,Christina Hahn,F,23/12/1987,32,47392,33872,13520,Program Manager..,Global Channel - Programs Support
10246,Guy Oconnell,M,20/04/1989,31,48627,42437,6190,Client Service Manager..,APJ - AMG
16581,Troy Bass,M,21/08/1991,28,49466,44811,4655,Billing Specialist II..,Finance - Customer Revenue Operations G&A
16338,Kelly Estes,M,8/7/94,26,49635,42704,6931,Network Infrastructure Engineer..,Networks - EMEA Infrastructure
22548,Leigh Chang,F,22/07/1994,25,49955,47170,2785,Platform Operations Engineer.Associate.,Platform Operations
20450,Sophia Cabrera,F,28/07/1994,25,50028,39039,10989,Software Development Engineer in Test..,Media Portal
16340,Emilia Dennis,F,28/10/1994,25,50527,45276,5251,Network Infrastructure Engineer..,Networks - EMEA Infrastructure
16247,Fritz Sawyer,M,21/09/1990,29,48229,34627,13602,Client Service Manager..,Americas- AMG
17734,Leif Pitts,M,7/9/90,29,50129,45272,4857,Billing Specialist II..,Finance - Customer Revenue Operations G&A
16353,Marguerite Pitts,F,10/4/94,26,49577,41277,8300,Software Engineer..,Networks - Productivity - Systems
19426,Kristofer Lambert,M,25/09/1990,29,47698,42427,5271,Client Service Manager..,APJ - AMG
22030,Warren Camacho,M,10/3/95,25,47523,39394,8129,Platform Operations Engineer.Associate.,Platform Operations
21818,Jill Oneill,F,31/10/1994,25,47680,38362,9318,Solutions Architect.Associate.,Service Delivery Americas Web
15117,Erich Gaines,M,25/04/1989,31,48295,33865,14430,Software Engineer..,GSS EPIC Engineering (HC COGS)
19008,Lucius Underwood,M,31/01/1991,29,50467,44030,6437,Order Analyst II..,Finance - Customer Revenue Operations G&A
16289,Cheri Miranda,F,3/5/90,30,46953,37658,9295,Network Implementation Manager..,Networks - APJ Infrastructure
22637,Angel Powell,F,22/11/1993,26,50782,47586,3196,Media Operations Engineer.Associate.,Amatec - BOCC/EMM
20054,Aida Rocha,F,27/03/1995,25,47215,44015,3200,Platform Operations Engineer.Associate.,Platform Operations
22139,Margret Brewer,F,5/10/93,26,51047,41309,9738,Software Engineer..,Enterprise Applications
22434,Gabrielle Moore,F,23/01/1995,25,50753,47363,3390,System Operations Engineer..,Platform Operations
19767,Luis Baxter,M,11/5/96,24,51156,36985,14171,Software Engineer..,Media Portal
19560,Ashlee Rose,F,31/01/1992,28,50222,42267,7955,Q/A Engineer II..,IT DevOps
14681,Jeanne Waters,F,17/05/1993,27,47817,41106,6711,Order Analyst II..,Finance - Customer Revenue Operations G&A
17733,Lon Price,M,30/10/1987,32,50413,31806,18607,Contract/Billing Analyst..,Finance - Customer Revenue Operations G&A
20491,Robert Reynolds,M,21/04/1990,30,49841,44903,4938,Network Implementation Manager..,Networks - APJ Infrastructure
17425,Arthur Conner,M,6/12/92,27,49538,44428,5110,Booking Operations Analyst II..,Financial Planning and Analysis
20453,Augusta Crane,F,25/12/1996,23,51123,40166,10957,Technical Solutions Engineer.Associate.,AmaTec - APJ TSE
18473,Laurie Morales,F,3/5/96,24,49054,30071,18983,Software Engineer..,Media Analytics
19041,Keneth Quinn,M,15/05/1990,30,49766,41106,8660,Technical Solutions Engineer..,AmaTec - Americas TSE
18640,Valentin West,M,2/12/93,26,49861,42984,6877,Media Operations Engineer..,AmaTec - BOCC
17882,Essie Reese,F,13/08/1994,25,49119,43827,5292,Technical Solutions Engineer.Associate.,AmaTec - Weekend TSE
20148,Darla Munoz,F,17/06/1990,30,48000,42615,5385,Order Analyst..,Finance - Customer Revenue Operations G&A
17672,Mable Coffey,F,4/1/95,25,51321,46282,5039,Technical Solutions Engineer..,AmaTec - EMEA TSE
20849,Fredric Peters,M,29/04/1988,32,47809,31336,16473,LMS Administrator II..,Learning & Development
19559,Francesco Orr,M,25/03/1991,29,50010,43776,6234,Systems Support Engineer II..,IT DevOps
14254,Justine Whitney,F,20/07/1988,31,51098,46197,4901,Order Analyst II..,Finance - Customer Revenue Operations G&A
19887,Olivia Mccoy,F,21/05/1991,29,50298,45293,5005,Client Service Manager..,EMEA - AMG
9040,Carlene Gordon,F,7/11/89,30,48399,42912,5487,Collections Specialist II..,Finance - Customer Revenue Operations G&A
20130,Fredrick Bruce,M,4/12/86,33,48162,42958,5204,Client Service Manager..,EMEA - AMG
17225,Johnathon Day,M,2/12/94,25,51601,38163,13438,Software Development Engineer in Test II..,Media Analytics
22907,Dianne Williams,F,1/6/93,27,49512,46459,3053,Platform Operations Engineer..,Platform Operations
22453,Neville Wright,M,4/10/95,24,48962,45530,3432,Software Engineer..,AmaTec - APS
21876,Leticia Kim,F,5/7/90,30,50825,45758,5067,Software Engineer..,Enterprise Applications
20604,Rose Serrano,F,8/6/91,29,51618,46867,4751,Media Operations Engineer..,Amatec - BOCC/EMM
17937,Georgia Mccarty,F,15/04/1992,28,49597,44481,5116,Q/A Engineer II..,IT DevOps
22619,Liza Poole,F,13/03/1998,22,50904,47564,3340,Technical Solutions Engineer.Associate.,AmaTec - EMEA TSE
20726,Manual Barron,M,24/03/1991,29,51723,37416,14307,Contract/Billing Analyst..,Finance - Customer Revenue Operations G&A
10990,Harry Schneider,M,5/3/86,34,49052,41682,7370,Help Desk Specialist..,Enterprise Infrastructure Services
21848,Ivory Mitchell,M,24/11/1993,26,49019,42891,6128,Technical Solutions Engineer.Associate.,AmaTec - EMEA TSE
22154,Natalie Macias,F,16/01/1993,27,48560,44073,4487,Client Service Manager..,Americas- AMG
18835,Darius Wilkerson,M,14/01/1991,29,50753,50643,110,Technical Solutions Engineer..,AmaTec - EMEA TSE
17736,Hilda English,F,10/9/93,26,49952,42889,7063,Technical Solutions Engineer.Associate.,AmaTec - Americas TSE
17357,Doris Bond,F,17/12/1988,31,50038,45076,4962,Business Operations Analyst..,Global Sales Ops
21781,Lucius Terry,M,13/01/1992,28,50160,39867,10293,Contract/Billing Analyst..,Finance - Customer Revenue Operations G&A
20442,Russel Weeks,M,10/7/96,24,51960,40995,10965,Technical Solutions Engineer.Associate.,AmaTec - Americas TSE
20448,Mara Chaney,F,21/07/1996,23,50356,44736,5620,Technical Solutions Engineer.Associate.,AmaTec - APJ TSE
20652,Oren Frank,M,25/07/1990,29,52256,44178,8078,Contract/Billing Analyst..,Finance - Customer Revenue Operations G&A
18480,Freddie Friedman,M,1/1/96,24,52676,38489,14187,Software Engineer..,Media Portal
19852,Sallie Gomez,F,25/03/1990,30,51491,46350,5141,Client Service Manager..,Americas- AMG
18247,Keenan Estes,M,1/4/95,25,50153,43866,6287,Technical Solutions Engineer..,AmaTec - Americas TSE
19663,Rosemary Turner,F,23/03/1996,24,49631,41087,8544,Software Development Engineer in Test II..,Media Experience SQA
12022,Mathew Blackwell,M,1/12/87,32,52769,45238,7531,Order Analyst II..,Finance - Customer Revenue Operations G&A
18149,Joan Owen,F,6/3/93,27,51642,45940,5702,Technical Solutions Engineer..,AmaTec - EMEA TSE
19136,Candy Goodwin,F,18/10/1993,26,51862,45255,6607,Software Development Engineer in Test..,Media Portal
22380,Marcus Shields,M,17/04/1993,27,51147,47376,3771,Q/A Engineer II..,IT DevOps
16305,Archie Carey,M,16/12/1992,27,49627,35449,14178,Technical Solutions Engineer..,AmaTec - Americas TSE
12056,Nicky Day,M,2/12/89,30,49634,38503,11131,Business Operations Analyst II..,IT Business Process Improvement & Change Mgmt
20175,Keenan Cherry,M,8/4/94,26,50937,35771,15166,Software Development Engineer in Test..,Media Experience SQA
22218,Refugio Thompson,M,23/06/1992,28,52960,50017,2943,Network Infrastructure Engineer..,Networks - EMEA Infrastructure
14352,Delmer Rollins,M,10/7/90,30,51804,49193,2611,Security Operations Technician II..,APJ Security Services - SOCC
20051,Shelton Blackburn,M,27/08/1991,28,51412,39249,12163,Sales Development Representative..,APJ Sales Development
19888,Ellis Cook,M,10/10/94,25,51449,41119,10330,Security Operations Technician II..,APJ Security Services - SOCC
20189,Kim Stafford,M,7/11/89,30,51207,44771,6436,Client Service Manager..,EMEA - AMG
20690,Edwardo Benjamin,M,13/12/1994,25,52351,45434,6917,Media Operations Engineer.Associate.,Amatec - BOCC/EMM
20476,Karla Hopkins,F,12/6/93,27,51819,36610,15209,Software Development Engineer in Test II..,Media Services Engineering
6406,Denis Whitney,M,21/07/1982,37,52417,46821,5596,Revenue Accountant..,Finance - Accounting
21665,Gerardo Rodriguez,M,19/05/1996,24,50903,48277,2626,Technical Solutions Engineer.Associate.,AmaTec - EMEA TSE
16487,Selena Shaw,F,5/6/92,28,52454,45191,7263,Server Tech Services Engineer II..,Networks - APJ Infrastructure
17670,Stewart Schroeder,M,11/6/90,30,52812,47178,5634,Technical Solutions Engineer..,AmaTec - Americas TSE
7002,Dusty Brooks,M,3/1/81,39,53330,48948,4382,Logistics Specialist.Senior.,Networks - EMEA Infrastructure
10516,Fritz Andrade,M,24/01/1990,30,51510,44469,7041,Graphic Designer II..,Learning & Development
15387,Casandra Cochran,F,21/01/1992,28,50115,38702,11413,Release Engineer II..,IT DevOps
10249,Domenic Cox,M,1/3/88,32,52241,45247,6994,Help Desk Specialist..,Enterprise Infrastructure Services
23001,Marisol Hood,F,16/10/1996,23,53126,50086,3040,Contract/Billing Analyst..,Finance - Customer Revenue Operations G&A
19642,Isiah Mckenzie,M,20/12/1989,30,51123,43827,7296,Client Service Manager..,Americas- AMG
14776,Mike Hardy,M,3/3/93,27,54350,51659,2691,Platform Operations Engineer..,Platform Operations
17638,Son Mendoza,M,26/09/1989,30,53716,46183,7533,Security Operations Technician II..,APJ Security Services - SOCC
16352,Annmarie Ortega,F,24/07/1992,27,54322,36920,17402,Platform Operations Engineer..,Platform Operations
21773,Aline Kirk,F,13/01/1994,26,54134,49045,5089,Technical Solutions Engineer..,AmaTec - APJ TSE
20384,Judson Li,M,25/02/1990,30,52498,46057,6441,Billing Specialist..,Finance - Customer Revenue Operations G&A
22269,Brooke Joyce,F,13/10/1995,24,51733,48589,3144,Software Engineer..,AmaTec - APS
22289,Rhea Bennett,F,3/10/92,27,54299,42661,11638,Software Engineer..,Media Services Engineering
22365,Claudia Curtis,F,12/10/92,27,50962,40605,10357,Release Engineer II..,IT DevOps
22849,Carmela Hatfield,F,26/11/1993,26,54059,41747,12312,Technical Solutions Engineer..,AmaTec - Americas TSE
20259,Waylon Hester,M,18/03/1994,26,51798,39875,11923,Software Development Engineer in Test II..,Dynamic Media SQA
